SYMBOL	1_08_AD-F	10_11_AD-F	11_12_Normal-M	26_05_Normal-M	39_08_AD-M	39_10_AD-M	4_05_Normal-M
N4BP1	9.420810568	9.532744049	9.724452422	9.755718782	9.56699742	9.598647718	9.559332597
BRD3	9.545571972	9.705227987	9.565571714	9.735592952	9.650374216	9.660599565	9.226044953
HIST1H2AC	10.25497388	9.997866854	10.19180468	9.220501746	9.584058027	9.668550813	8.752787446
PIGG	9.206645041	9.858531222	9.093323331	9.585706461	9.857050447	9.760570677	9.393752677
PPDPF	9.175609489	9.172540309	9.718165058	10.04121003	9.080969008	9.572671626	9.131716996
BTG2	9.196212113	9.681934357	9.210628785	9.992855643	8.90839721	9.467724102	9.253383545
TRIM41	9.517499599	9.641277309	10.12808392	9.885805126	9.881035608	9.409547765	9.239623508
RNF14	8.926257588	9.347323868	9.00341762	9.263697233	9.79372487	9.659815831	10.00330804
SMS	8.787002739	9.37608038	9.192343539	9.403662327	9.577475827	9.348679703	10.02542413
TMEM98	9.464724751	9.715724066	10.23597598	9.691491878	9.557612957	9.795228791	9.216824667
VIMP	9.86043205	9.690918273	9.331284073	9.114193976	9.441389262	9.522645993	9.369304337
MEIS2	9.024542189	9.94229557	9.701486843	9.522377793	9.1710832	9.565222819	8.956466866
XPNPEP1	9.272810472	9.569331416	8.996713513	9.688085611	9.529848897	9.525308201	9.805806122
STK4	9.517912269	9.728874763	9.671110605	9.582222553	9.587091682	9.557453058	9.548584904
SERP2	9.362674631	9.662965021	9.332543339	9.096681027	10.02979869	9.411988279	9.688468569
DLC1	9.570886606	9.57971204	9.700067673	9.731413648	9.807114483	9.449090536	9.214203314
YAP1	10.01124595	9.727058463	9.33322805	9.878052716	9.328351162	9.78096583	8.638316484
IDH3G	9.150752946	9.55395344	8.699855088	9.112937814	9.723638845	9.370572831	10.32307857
RTF1	8.655230555	9.547232879	8.508643842	9.28890504	9.750254135	9.51838516	10.32893638
ERGIC3	9.671990621	9.646457829	9.208059051	9.532587711	9.296795212	9.431885768	9.445173815
PDIA3	9.848320796	9.045000136	9.556125716	9.683370691	9.256874645	9.274938199	9.821553327
AEBP1	10.39065017	9.97265946	9.642571393	9.695777827	9.021196418	9.710392806	8.649593713
UNC50	9.539037136	9.657499921	9.308570434	9.371352442	9.405482351	9.528067367	9.617030353
C16orf72	9.836430866	9.548534275	9.634583325	9.47671998	9.655455698	9.338005702	9.636683529
SH3BP4	9.676462786	9.898238251	9.809417321	9.903378992	9.691432716	9.740461666	9.18506382
GABRG1	9.897107409	9.836838624	9.571986588	9.782797133	9.246995556	9.945437227	8.713923938
ELAVL1	10.21865411	9.779413347	9.830281983	9.896865302	9.292814691	9.618481877	8.993343643
HERPUD2	9.35403876	9.7281304	9.556242481	9.805304276	9.53226962	9.556242481	9.45336542
IGBP1	9.618989315	9.537484697	9.714528856	9.192821266	9.559893192	9.357867146	9.579009429
ARL3	9.594378948	9.406926992	9.159494687	9.273020611	9.33934067	9.408412089	10.01306326
CBS	9.678555049	9.744582748	8.912735919	9.76984119	9.945358376	9.880374136	9.34308759
R3HCC1	9.542141181	9.494310072	9.702034545	9.538403542	9.68074292	9.599449999	9.393536672
HDAC6	9.330294137	9.723695137	9.597762394	9.867890504	9.773503093	9.692100462	9.219282859
SLU7	9.146082485	9.481688075	8.964797429	9.130692329	9.694335335	9.462959943	9.842272379
HOOK3	9.118098291	9.742312089	9.519513018	9.493031105	9.527450007	9.640087598	9.586218427
FAM13B	8.891882421	9.550367036	9.004824156	8.774842122	10.16647757	9.546808632	9.721931487
LOC102724356	9.988584535	9.83526567	10.07400002	9.648392284	9.89556547	10.02695094	8.674595131
RBM27	9.277045899	9.472464781	9.242684773	9.19825538	9.67920691	9.431518999	9.922986934
LRP10	9.893604401	9.606200724	9.555348637	10.07859742	9.368501763	9.69309117	9.137488782
TTC1	9.396211032	9.489756284	9.399485443	9.244333027	9.637077806	9.218542541	10.01875119
SLC12A6	9.255749533	9.553401314	9.326019258	9.554093001	9.803743307	9.666893584	9.590965693
FAM32A	9.430687691	9.404482332	9.353923205	9.454103129	9.659489528	9.581461535	9.767937267
MGRN1	9.235896031	9.628684028	9.202983707	9.459397343	9.573880825	9.573880825	9.759022242
U2AF2	9.459960533	9.680716239	9.633042924	9.564808165	9.542391297	9.511012398	9.542391297
ZER1	9.37871968	9.60184854	9.656642665	9.569744733	9.644011835	9.510477964	9.57398945
NPTN-IT1	9.353260676	9.428833851	9.504581079	9.89479075	9.357130755	9.808826492	9.4195071
SMIM19	9.864658551	9.684967835	8.889771362	9.328216094	9.448304464	9.181797724	9.834091405
USP16	9.253387145	9.677136222	9.258500004	9.43391793	9.588283799	9.615473732	9.465324316
SHROOM1	9.731466081	9.77422376	10.11931385	9.824083026	9.714613567	9.608225324	8.802768234
GNAL	9.369158519	9.190578394	8.956140506	8.760147605	9.564887945	9.516778235	10.11024071
AUP1	9.652414387	9.735750303	9.909830435	9.628096712	9.711862465	9.570673684	9.281967156
PBRM1	9.415566369	9.620635344	9.593500779	9.607594335	9.571641914	9.610245971	9.426714104
CABP1	8.920509843	9.628942812	9.647159483	9.972403273	10.11890601	9.146237776	9.778497296
LINC00537	9.537137903	8.91736145	9.342923969	9.737768132	9.787192077	9.720553195	9.860008718
DENND6A	9.295486405	9.573058114	9.324639759	9.793105262	9.563629332	9.799963917	9.404192487
ERBB4	9.55463951	9.624595456	9.549430797	9.406177467	9.659321321	9.585874299	9.455563852
PLXNB1	9.751536752	9.951000856	9.481498119	9.861246977	9.604866135	9.925345639	8.849886616
COPG1	9.002227419	9.412755299	9.014777213	9.22294601	9.8154408	9.182247731	10.16382555
SCN4B	9.033515793	9.671578617	8.881618037	8.996622484	9.971558421	9.507148802	10.3312734
ARPP21	8.062786752	9.273235604	9.14930988	9.29620358	8.947010799	9.09024448	9.751338399
MPC2	9.546149109	9.485515885	9.050562869	8.97718363	9.439048381	9.207657487	10.04617749
CLCN6	9.439175597	9.592008043	9.485447956	9.432166334	9.81064571	9.384392499	9.769982703
PNPLA2	9.544700535	9.448196965	9.797038597	9.945344672	9.518011643	9.487926581	9.477392977
PRPS1	9.283401402	9.418850731	8.965337236	9.166541353	9.466559928	9.21317048	10.16822138
C5orf15	9.392544194	9.60353888	9.162244268	9.51362155	9.496163596	9.632393404	9.666850305
PRKAR2A	9.188772751	9.657808046	9.345092191	9.451278099	9.633842446	9.602952348	9.629745775
YTHDF2	9.04075237	9.405210624	9.146417729	9.196192511	9.54958121	9.613839112	10.08472445
VPS36	8.996480336	9.453711652	9.088305594	9.074684847	9.649869702	9.460992802	10.25065158
AP3M2	9.079341451	9.446873095	8.910459141	9.220604117	9.453337526	9.174552943	10.42100742
CALU	9.709683243	9.694167764	9.512326529	9.616436257	9.512326529	9.495312534	9.657294432
RABL6	9.234565987	9.222321158	9.782722528	9.631067236	10.05691006	9.461144468	9.582898884
RAB22A	9.229906299	9.671035586	9.005697476	8.819809315	9.563344935	9.371352442	10.07648589
ZNF827	9.879682888	9.370887595	10.10639473	10.38006269	9.43921982	9.460834548	8.972308748
CLDN10	9.335472971	9.809955136	9.269785021	9.368887784	9.09716006	9.37315116	9.040254232
NT5C2	9.526651732	9.633714802	9.414573029	9.639329459	9.458708586	9.85575021	9.471987696
MUT	9.51681131	9.533159183	9.509399748	9.696827993	9.509736869	9.567979179	9.569830656
RAB21	9.608421593	9.583689962	9.617208046	9.104927104	9.358822507	9.429634489	9.600474214
SEC61G	9.469152919	9.402724878	8.972776951	9.147644651	9.443952716	9.238385985	9.949557132
CACNA1E	9.159808982	9.485438295	9.173166054	8.634434048	9.412473582	9.484308585	10.22182745
TRA2A	9.301626003	9.696498702	10.21746508	9.032761457	9.291969022	9.035621339	9.201434386
XYLT1	9.199608291	9.880050642	9.500587596	9.658599377	9.781712175	9.360713473	9.480857113
FAM181B	10.20987076	9.658311146	9.142654211	9.656310678	9.553297883	9.571185371	9.215060268
CAMKK2	9.656889197	9.165737058	9.539535571	9.860290931	9.878147996	9.663100915	9.221295651
KLF3	9.751273709	9.686899857	9.564904258	9.426348877	9.641300798	9.736366652	9.497014644
POLR2E	9.477841955	9.598444388	8.727655543	9.316860878	9.467727832	9.542341382	10.14104662
FAM160B1	9.514005066	9.566807811	9.093652937	9.23827628	9.695545431	9.496863064	9.918731816
STRADA	9.201383592	9.52850876	9.18281994	9.594781464	9.774818098	9.494495634	9.748666996
AP2A2	9.033943602	9.37168902	8.811059973	9.358378809	9.592547896	9.248903283	10.20927318
RBM22	9.389212491	9.615188092	9.217045065	9.229661458	9.64151755	9.487132757	9.52381285
PTPRE	9.082203399	9.754865876	8.825785193	9.181358144	9.765257827	9.49278355	10.09511479
PRKCE	9.096374191	9.276051437	8.836910158	8.442787907	9.947083696	9.29336621	10.57579816
FAM208A	9.804643018	9.804935691	9.713072511	9.777617919	9.712124719	9.7926842	8.977853053
IER2	9.61761064	9.479887248	9.460381287	9.549869091	9.40891511	9.338507745	9.234421105
ENY2	9.48122602	9.40020213	9.211151788	9.345381486	9.442792394	9.253312271	9.828455643
SLC8A1	8.00824534	9.696282951	8.470263503	7.658694622	10.20496183	9.306684908	11.03849368
LRRN3	8.977775372	9.360594702	9.462898908	9.093185566	9.641289441	9.158317909	9.931775834
STX6	9.275299941	9.479845938	9.020862384	9.008636682	9.637155631	9.745335681	10.03542754
SLC39A9	9.300322925	9.573880825	9.102849706	9.306526298	9.553226027	9.573880825	9.674896297
UTP18	9.292252816	9.495193207	8.974768515	9.233302879	9.267622178	9.483317436	9.985189174
SHC1	9.862405958	9.420581206	9.823540975	10.04555585	9.458752874	9.458752874	9.209633138
FBRSL1	9.437227136	9.781296962	9.700004738	9.704723623	9.610413768	9.610413768	9.220468418
SYNGR2	9.785282669	9.734634359	9.843106068	9.543134152	9.525720051	9.628249709	9.243306046
PLEKHA5	9.314156124	9.520890096	9.156217501	9.765432231	9.45914386	9.494851943	9.496025653
DNAJA3	9.434426988	9.542947998	9.07203697	9.19908282	9.698169363	9.41579287	9.824405625
CREM	9.750852303	9.598282219	9.534758245	9.595036947	9.12969694	9.186508956	9.51512722
NIPSNAP3A	9.100508849	9.402521185	9.214927344	9.38660091	9.39310026	9.425898697	10.07529639
HINT2	9.533534812	9.580328913	8.87474281	9.483028407	9.636857374	9.572831358	9.565077412
NMNAT2	8.082375888	9.356625141	8.399853717	8.293666949	9.885302588	8.817420829	11.03941743
ZNF667	9.180094889	9.803001769	8.933849624	8.992644216	9.985034401	9.484686521	9.923019865
MAN1C1	9.69757315	9.503528991	9.177727012	9.956291973	9.308092763	9.507080282	9.456327817
GABRA2	8.921472168	9.744018982	9.042192082	9.613992633	8.985934424	9.444656358	9.969957495
SPOPL	9.699571247	9.590458112	9.730113396	9.475278315	9.552387638	9.658918622	9.441962793
ZCCHC17	9.246171888	9.477456109	9.055818282	9.334650654	9.174473988	9.477456109	10.00800928
ZNF302	9.975195437	9.727155465	10.12885641	9.583143904	9.866981378	9.400221256	9.399110377
TNRC18	9.378941792	9.435084468	9.555279874	9.818780701	9.576975131	9.429175409	9.504527133
ZHX2	9.787065176	9.578038551	9.664128485	9.977872049	9.478559599	9.476498109	9.006653735
NIN	9.488579439	9.597294649	9.270063591	9.568783966	9.419454687	9.741705066	9.380057429
KIAA0319L	9.259317854	9.598282219	9.177727012	9.454240747	9.552842707	9.525271078	9.822744708
KIAA0895L	9.041538652	9.63684828	9.29656398	9.663982726	9.508579466	9.399646562	9.508579466
ATG12	9.116871114	9.443764395	9.1979009	9.412059711	9.49685984	9.400698838	9.682119898
LAGE3	9.696233974	9.432285561	9.063501725	9.148007189	9.576187655	9.153020331	10.07681805
KLHL12	9.152491861	9.41916875	9.076878726	8.896547673	9.744684392	9.342422598	10.13250725
FBXW4	9.867552769	9.606048805	10.15237523	9.76930841	9.750626775	9.485528837	9.127562132
PGRMC2	9.484059766	9.284861029	9.192894705	8.93304493	9.527153984	9.47504579	10.01571377
ZIC2	9.904789253	9.687165236	9.1935182	9.826973493	9.544368252	10.08012615	8.687958476
WDR59	9.457756872	9.825276796	9.619972862	9.515991362	9.728108904	9.681379887	9.082477503
BCAP31	9.527036876	9.508535152	9.217388407	9.48923999	9.46356228	9.220980936	9.784425875
TERF2	9.376064689	9.627318958	9.191837563	9.215971424	9.610413768	9.330251077	9.674262467
ELL2	8.857120407	9.283638082	9.11528267	9.665138048	9.612593355	9.527110318	10.01878171
FAM219B	9.573978174	9.509546445	9.533715488	9.662999069	9.561436805	9.597283662	9.531202443
ANKRD12	9.1199686	9.273113071	9.82143366	9.551181692	9.577598738	9.551181692	9.551181692
DAAM1	9.336689545	9.642043406	9.889517703	9.869598858	9.420529621	9.360904922	9.410815706
ADIPOR1	9.301222285	9.545471714	9.224649257	9.460987775	9.369163459	9.498042584	9.796238251
C1orf95	9.42091757	9.445458394	9.226412094	9.503136743	9.16180028	9.445458394	9.880796783
NPLOC4	9.524872463	9.644853307	9.53534711	9.337887784	9.690266787	9.524872463	9.502760196
MMP24-AS1	9.443678034	9.391154749	9.478736486	9.532219673	9.455542291	9.510505711	9.666537166
ARL8A	9.317505677	9.490801363	9.681118443	9.535947228	9.644040255	9.427478944	9.46374253
CCDC47	9.520440791	9.592008043	9.159494687	9.268243032	9.5233132	9.420539634	9.61882389
EPS8	9.697203704	9.740833069	9.540692409	9.763229686	9.26336047	9.73240354	8.925948183
TRIM28	9.577093293	9.515047062	9.625007778	9.313936046	9.566283291	9.450937008	9.566128137
ETV5	8.913352288	9.947180028	9.163213636	9.45942757	9.906360832	9.411185163	9.488154749
MTRR	9.488965199	9.615759155	9.709271854	9.375552224	9.896465031	9.303193445	9.197966676
MAPK8IP2	9.60793302	9.470447669	9.344324904	9.522377793	9.732145456	9.335056855	9.781109777
COPS6	9.433061775	9.432511853	9.190258357	9.332052831	9.614267723	9.444846961	9.798815334
BBIP1	9.520240905	9.711847137	9.206999601	9.326384791	9.504251571	9.483104542	9.478762134
EMX2	9.626943923	9.718950109	9.227942714	10.00375858	9.535715252	9.696101628	9.067962083
FRMD4B	9.284508166	10.01759729	10.15646896	9.480230909	9.486353555	9.815185357	8.887217765
HILPDA	10.83925011	9.399451478	9.221652171	10.99867745	9.015885746	8.96238337	9.333873221
DIABLO	9.570331467	9.512164067	9.091285045	9.422398982	9.508579466	9.50552629	9.635836895
STAM	8.863306136	9.46567967	8.841881066	8.761146398	9.528073569	9.459629607	10.170206
LGI4	9.656889197	9.593036008	9.747039333	10.2207516	9.400054729	9.68613232	8.960498243
KAT2A	9.716240275	9.688190186	10.04678094	9.733620785	9.760949954	9.559668028	9.112027177
KCNJ2	9.83921244	9.858212242	10.55256933	9.456816028	9.978765122	9.691687808	8.713107631
COQ9	9.356223365	9.629165077	9.14379072	9.567609867	9.564896848	9.597266637	9.493628738
SPAST	8.957647292	9.55395344	9.216733387	9.092595428	9.659625813	9.5527245	9.952239774
GNS	9.530913047	9.530913047	9.31670108	9.58587976	9.543377547	9.530913047	9.360384255
UBP1	9.256621751	9.419367017	9.339054085	9.172518518	9.582236127	9.48854809	9.795439915
SLC25A33	9.741620967	9.483698088	9.15169215	9.407355959	9.242973532	9.483698088	9.056602626
RAB5C	9.566427541	9.528819801	8.952560716	9.6601552	9.212833151	9.256607037	9.543296893
NCEH1	8.621900019	9.512614966	8.820276787	9.073816081	9.526152171	9.320882666	10.76537646
MRPS10	8.999764309	9.410809314	8.910888925	9.110762921	9.506597459	9.506597459	9.889760792
RPRD2	9.315197205	9.493192712	9.792042045	9.646746749	9.401756732	9.448523644	9.254394536
ZNF536	8.914482315	9.709472578	9.713129168	9.107290896	9.629925261	9.821647925	9.115785457
PWP1	8.919538179	9.248246233	9.247073884	9.439992695	9.711693391	9.34739136	9.785133286
PKM	9.19054995	9.439088598	8.715164838	9.57363249	9.687579888	9.183573929	10.0703718
NDUFAF3	9.381645535	9.557475452	9.273934749	9.334860135	9.319998691	9.320314382	9.823589535
DDOST	9.467232975	9.37034371	8.390931649	9.159035913	9.438416513	9.550044176	9.97279865
GSTP1	9.959006358	9.699049852	9.29719212	9.326251557	9.477700837	9.440263958	9.227584776
FUS	8.826959519	9.354996327	9.02560622	9.283946102	9.755398094	9.567931458	9.693362151
FAHD2A	9.427091158	9.588254513	8.761357068	9.238874151	9.414663328	9.729856454	9.655182271
LETMD1	9.044234524	9.495193207	8.748765517	9.132610526	9.544667838	9.343560761	9.928969735
TSC22D4	9.577218211	9.520414665	9.237587375	10.13873083	9.436551296	9.829939023	8.994034831
ALMS1	9.295206351	9.161051149	9.753573201	9.907658978	9.691630944	9.494308917	9.271114416
MAST4	9.532572838	9.732134169	9.612113621	9.71492049	9.738444465	9.393194426	9.160243481
MRPS26	9.462174484	9.535915933	9.398686685	9.321262332	9.603821406	9.349419959	9.575281408
ELFN2	9.199910521	9.581272627	9.678241412	9.250152494	9.474878012	9.455605108	9.632633865
CREBZF	9.035390607	9.683530195	9.103791245	9.494082757	9.700203379	9.870286124	9.229503756
DNAJC10	8.992081469	9.710624874	8.562530681	9.298944539	9.60262754	9.508794581	9.774268469
HMGB2	9.180328545	9.416591494	8.762653323	10.08722746	9.114539154	9.480321381	9.286373558
ZFAND3	9.663042638	9.703799251	9.484586368	9.609087248	9.491789237	9.575772578	9.291834751
RAP2B	9.506607946	9.190578394	8.924199031	9.060825448	9.495374933	9.461277755	10.21413778
ORAI2	9.182781963	9.181427188	9.677995338	9.857254772	9.600637089	9.459753268	9.683530195
TRIB2	9.55758666	9.540473264	9.616904159	9.867214834	9.616174667	9.356041725	8.817378351
EIF2B1	9.212032916	9.530203701	9.257987407	9.502680408	9.55494127	9.507138277	9.594724549
WDR83OS	9.543999034	9.47692122	9.458882555	9.200907333	9.345034804	9.335478368	9.786858778
CCNH	8.636080211	9.397472947	8.205524907	9.100318172	9.678417286	9.163293625	10.21423487
INSR	9.269129799	9.545378297	9.485239214	9.474140565	10.03634317	9.616915735	9.236518424
CDC40	8.948621727	9.43430463	8.7574226	9.062909804	9.467829079	9.324031486	10.41264926
CCDC132	8.919231055	9.445079581	8.815074226	8.471370187	9.499179493	9.260209194	10.49894464
SYNPO	9.188096972	9.719356662	9.338940742	9.083337947	9.701524679	9.497553859	9.71713662
ARL6IP6	10.06012486	9.586288054	9.663204248	9.886161789	9.079350194	9.699987278	8.835075217
CLDN5	9.70670883	9.561533958	9.453351005	9.953689862	9.784071314	9.544953442	8.806874003
CHST11	9.971287104	9.636873299	9.699452532	9.730097951	9.393752677	9.320566224	9.647362057
DENND5B	9.221216432	9.460263776	9.273132043	9.132304119	9.626359048	9.457540855	10.12691721
CELSR3	9.406106045	9.526777219	9.756160108	9.525751532	9.882502589	9.338950142	9.402610153
CRYZL1	9.31378135	9.509479479	9.230651299	9.425394807	9.287577554	9.42511597	9.734290006
SNX30	8.950097071	9.558703629	9.374202823	9.03571837	9.826311226	9.7906411	9.356457728
FAM103A1	9.142727304	9.386106351	9.09678507	9.248775178	9.504878819	9.403168397	9.836458929
VEZT	8.994257392	9.349075789	8.773434793	9.384892102	9.348281727	9.509329742	9.980554339
C16orf62	9.140256239	9.594883293	9.235150052	9.512306518	9.645178147	9.606381242	9.304182893
ITGB1BP1	9.124044952	9.309340955	7.778235969	9.389574787	9.996455197	9.63651876	10.18333735
SSB	9.230049181	9.22609267	9.354745366	9.089038807	9.448889859	9.165812504	10.0452929
CPNE6	8.894111464	9.493192712	8.156550438	8.995116347	9.463354227	9.260161424	10.50700696
BOD1L1	9.093588267	9.520629951	9.208325746	9.312917731	9.624493801	9.633742321	9.511841296
FAM53C	9.473587233	9.549607979	9.475415722	9.47370965	9.495144406	9.511920864	9.444141012
EPHX1	9.776868516	9.714715195	9.449028094	9.668956703	9.37563517	9.119021495	9.470961516
SEC16A	9.087161588	9.401990605	9.266763511	9.61871684	9.658167245	9.511098089	9.521352048
RB1	9.364619043	9.482246393	9.5293321	9.560984316	9.177568576	9.482246393	9.661991608
AGL	8.940019041	9.489000872	8.556947054	9.424943922	9.575837026	9.626590379	9.772621665
PRRC2A	9.353619532	9.477667599	9.477667599	9.782169462	9.739292183	9.282110689	9.380468329
ANKS1A	8.769571208	9.620020136	9.63068224	9.692166656	9.931164296	9.527243197	9.322932212
PRPSAP2	9.303749418	9.541766868	9.1356412	8.997528503	9.436851167	9.377478245	9.913470449
HADH	9.592485545	9.692134437	8.925178808	9.348304816	9.299546915	9.535991021	9.362213169
